unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9
MOVEMENT OF NON-PERFORMING ASSETS (NPAs) OF SCHEDULED COMMERCIAL BANKS,,,,,,,,
(Amount in ₹ Crores),,,,,,,,
,,As on March 31,,,,,,
Year,Bank,Gross NPAs,,,,,Net NPAs,
,,Opening Balance,Addition during the Year,Reduction during the Year,Write-off during the Year,Closing Balance,Opening Balance,Closing Balance
,,(2),(3),(4),(5),(6),(7),(8)
,BANK OF INDIA,56534.94,8834.65,9440.26,10323.94,45605.39,12494.24,9851.93
,BANK OF MAHARASHTRA,7779.6793,2182.3567,1517.266,3117.557,5327.213,2544.32,1276.57
,CANARA BANK,60288,13890,10104,8422,55652,24442,18668
,CENTRAL BANK OF INDIA,29276.96,4717.93,4603.17,1235.5,28156.22,9036.45,6675.17
,INDIAN BANK,38455.35,10164.66,5059.19,8346.57,35214.25,12271.13,8848.64
,INDIAN OVERSEAS BANK,16323.18,5030.84,2341.4,3714,15298.62,4577.59,3824.63
,PUNJAB AND SIND BANK,9334,2064.63,1700.27,1133.54,8564.82,2461.95,1742.27
,PUNJAB NATIONAL BANK,104423.42,24743.67,14719.91,21999.14,92448.04,38575.7,34908.73
,STATE BANK OF INDIA,126389.02,25021.23,19720.66,19666.22,112023.37,36809.72,27965.71
,UCO BANK,11351.97,6122.62,3385.93,3851.23,10237.43,4389.5,3315.78
,UNION BANK OF INDIA,89788.2,22877.39,13594.09,19484.43,79587.07,27280.52,24303.3
,PUBLIC SECTOR BANKS,616615.7093,139905.3067,94634.296,119712.897,542173.823,196683,154745.38
,AXIS BANK LIMITED,22681.69,18915.68,13906.13,9125.61,18565.63,6584.59,4745.3
,BANDHAN BANK LIMITED,5757.760073,9430.27,5561.166704,3246.862611,6380.000758,2861.026154,1564.229451
,CITY UNION BANK LIMITED,1893.19,1275.68,606.27,629.42,1933.18,1075.19,1191.1
,CSB BANK LIMITED,393.4943,118.7078,127.7321,94.959,289.511,168.81,106.9894
,DCB BANK LIMITED,1083.4366,1771.9121,1476.9672,88.4468,1289.9347,594.15,573.2306
,DHANLAXMI BANK LIMITED,657.206697,365.623194,406.475755,82.818105,533.536031,322.922381,232.162559
,FEDERAL BANK LTD,4602.39,1880.81,1534.75,811.71,4136.74,1569.28,1392.62
,HDFC BANK LTD.,15086,26861.43,16376.6,9429.87,16140.96,4554.82,4407.68
,ICICI BANK LIMITED,40841.4196,19291.0195,16689.7242,10147.7906,33294.9243,9117.6637,6931.0462
,IDBI BANK LIMITED,36212,5866,5074,2889,34115,2519.38,1861.38
,IDFC FIRST BANK LIMITED,4303.008955,7551.875553,3184.174287,4201.564731,4469.14549,1883.27502,1808.05887
,INDUSIND BANK LTD,5794.99,10102.871924,5995.600477,4385.107571,5517.153876,1476.562678,1529.826013
,JAMMU & KASHMIR BANK LTD,6954.75,3130.87,2801.68,763.4,6520.54,1969.33,1750.1
,KARNATAKA BANK LTD,2588.4144,1552.8644,1215.398,675.06,2250.8208,1645.0522,1376.9662
,KARUR VYSYA BANK LTD,4142.87,842.73,675.89,878.67,3431.04,1719.39,1260.79
,KOTAK MAHINDRA BANK LTD.,7425.508491,4316.13,4042.31,1229.59,6469.738491,2705.172788,1736.712788
,NAINITAL BANK LTD,650.67,129.97,152.82,119.87,507.95,206.93,163.61
,RBL BANK LTD,2601.53,3943.44,1522.74,2293.84,2728.39,1241.35,806.56
,SOUTH INDIAN BANK LTD,4143.24,2159.23,1952.74,701.64,3648.09,2734.52,1777.77
,TAMILNAD MERCANTILE BANK LTD,1084.78,518.16,711.13,320.89,570.92,613.82,317.58
,YES BANK LTD.,28609.529,5795.392,5458.031,970.913,27975.977,9813.359,8204.532
,PRIVATE SECTOR BANKS,197507.878116,125820.666471,89472.329723,53087.032418,180769.182446,55376.593921,43738.244081
,AB BANK LIMITED,-,-,-,-,-,-,-
,ABU DHABI COMMERCIAL BANK PJSC,-,-,-,-,-,-,-
,AMERICAN EXPRESS BANKING CORP.,253.3102,686.6966,497.5001,215.1535,227.3532,40.7576,20.492
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,25,-,-,-,25,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",-,-,-,-,-,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,14.1571,16.7377,4.5511,8.8793,17.4644,2.0087,13.8187
,BANK OF CEYLON,33.399528,22.536391,2.330078,-,53.605841,24.44,20.85
,BANK OF CHINA LIMITED,-,-,-,-,-,-,-
,BANK OF NOVA SCOTIA,63.5243,-,-,-,63.5243,-,-
,BARCLAYS BANK PLC,268.2164,56.6894,50.5733,163.1154,111.2171,30.344,-
,BNP PARIBAS,6.89866,-,-,0.779263,6.119397,-,-
,CITIBANK N.A,990.935476,954.051906,610.473718,575.90882,758.604844,446.934345,275.333548
,COOPERATIEVE RABOBANK U.A.,372.273,27.5168,74.48,174.842,150.4678,251.9423,65.9048
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,2.929,-,-,-,2.929,-,-
,CREDIT SUISSE AG,-,-,-,-,-,-,-
,"CTBC BANK CO., LTD.",1.772457,-,0.2925,-,1.479957,-,-
,DBS BANK INDIA LIMITED,5333.1555,620.0254,1419.3804,-,4533.8005,1045.4753,707.9814
,DEUTSCHE BANK AG,1456.6177,3046.1726,1558.642,212.5437,2731.6046,453.3866,1304.5553
,DOHA BANK Q.P.S.C.,26.4996,-,-,-,26.4996,13.9199,8.8095
,EMIRATES NBD BANK (P.J.S.C.),-,-,-,-,-,-,-
,FIRST ABU DHABI BANK PJSC,-,-,-,-,-,-,-
,FIRSTRAND BANK LTD,28,-,-,28,-,-,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,912.6039,438.0136,472.613,234.206,643.7985,290.229,150.0981
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,-,-,-,-,-,-,-
,INDUSTRIAL BANK OF KOREA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,-,-,-,-,-,-
,JSC VTB BANK,-,-,-,-,-,-,-
,KEB HANA BANK,40.41,-,-,-,40.41,16.53,11.81
,KOOKMIN BANK,-,-,-,-,-,-,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,-,-,-,-,-,-,-
,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,"MUFG BANK, LTD.",-,-,-,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,17.781835,-,-,17.781835,-,-,-
,QATAR NATIONAL BANK (Q.P.S.C),50,3.1482,-,-,53.1482,-,-
,SBERBANK,91.633649,-,0.27897,50.009509,41.34517,-,-
,SBM BANK (INDIA) LIMITED,88.4297,29.2893,5.673636,18.8084,93.236964,28.745593,17.134693
,SHINHAN BANK,128.2451,41.228388,15.80545,-,153.668038,23.9556,28.025515
,SOCIETE GENERALE,78.9178,-,-,-,78.9178,-,-
,SONALI BANK,4.293,-,-,-,4.293,0.6253,-
,STANDARD CHARTERED BANK,4673.731429,2380.606392,1843.145942,1324.84152,3886.350359,531.958805,397.906854
,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,THE ROYAL BANK OF SCOTLAND N.V.,-,-,-,-,-,-,-
,UNITED OVERSEAS BANK LTD,75,-,-,-,75,-,-
,WOORI BANK,-,-,-,-,-,-,-
,FOREIGN BANKS,15044.075334,8322.712677,6555.740194,3024.869247,13786.17857,3201.253043,3022.72041
,AU SMALL FINANCE BANK LIMITED,1502.829069,1442.124545,1832.959165,187.616276,924.378173,755.454682,271.845456
,CAPITAL SMALL FINANCE BANK LIMITED,78.2433,78.1127,39.1558,0.0664,117.1338,42.1421,63.2306
,EQUITAS SMALL FINANCE BANK LIMITED,642.78,1389.33,834.47,360.46,837.18,266.17,479.47
,ESAF SMALL FINANCE BANK LIMITED,564,642.46,182.4,74.46,949.6,316.58,455.96
,FINCARE SMALL FINANCE BANK LIMITED,353.58312,1098.460086,509.314039,369.508006,573.221161,148.414789,249.830157
,JANA SMALL FINANCE BANK LIMITED,857.984,1304.235,819.986,585.329,756.904,618.675,513.2584
,NORTH EAST SMALL FINANCE BANK LIMITED,191.6624,97.4369,18.5673,80.6088,189.9232,112.451,57.435
,SHIVALIK SMALL FINANCE BANK LIMITED,-,49.4411,16.9263,0.0082,32.5066,-,14.7698
,SURYODAY SMALL FINANCE BANK LIMITED,393.676963,537.263087,101.788422,231.729703,597.421925,188.120801,283.366568
,UJJIVAN SMALL FINANCE BANK LIMITED,1070.5976,2088.35,1086.2904,788.5799,1284.0773,424.5839,99.5979
,UTKARSH SMALL FINANCE BANK LIMITED,315.288713,656.426281,101.56999,221.988095,648.156909,108.817475,235.795461
,SMALL FINANCE BANKS,5970.645165,9383.639699,5543.427416,2900.35438,6910.503068,2981.409747,2724.559342
,AIRTEL PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,FINO PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,INDIA POST PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,PAYTM PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,PAYMENTS BANKS,-,-,-,-,-,-,-
2021,BANK OF BARODA,69381.43,20005.12,7290.06,15425.51,66670.98,21576.59,21799.89
,BANK OF INDIA,61549.93,8540.03,4823.56,8731.46,56534.94,14320.1,12262.02
,BANK OF MAHARASHTRA,12152.15,2202.39,1643.72,4931.14,7779.68,4145.38,2544.32
,CANARA BANK*,61127,17885,9592,9132,60288,26755,24442
,CENTRAL BANK OF INDIA,32589.08,6448.53,3768.21,5992.44,29276.96,11534.46,9036.45
,INDIAN BANK*,41997.71,9429.55,4600.56,8371.35,38455.35,14272.33,12271.13
,INDIAN OVERSEAS BANK,19912.7,3175.35,2146.66,4618.21,16323.18,6602.8,4577.59
,PUNJAB AND SIND BANK,8874.57,1556.71,1026.71,70.57,9334,4684.15,2461.95
,PUNJAB NATIONAL BANK*,73478.76,60626.21,13804.57,15876.98,104423.42,27218.9,38575.7
,STATE BANK OF INDIA,149091.85,28563.45,16864.08,34402.2,126389.02,51871.3,36809.72
,UCO BANK,19281.95,3102.06,1621.65,9410.39,11351.97,5510.66,4389.51
,UNION BANK OF INDIA*,97192.54,17442.68,7864.37,16982.65,89788.2,31324.63,27280.52
,PUBLIC SECTOR BANKS,646629.67,178977.08,75046.15,133944.9,616615.7,219816.3,196450.8
,AXIS BANK LIMITED,26604.1,16109.99,8015.37,12017.03,22681.69,9251.99,6584.59
,BANDHAN BANK LIMITED,992.779265,6887.84,84.508468,2038.350724,5757.760073,389.396154,2861.026154
,CITY UNION BANK LIMITED,1413.4,1113.05,221.39,411.87,1893.19,778.49,1075.19
,CSB BANK LIMITED,409.434,192.1203,81.28,126.78,393.4943,216.94,168.81
,DCB BANK LIMITED,631.513296,686.158631,107.916306,126.319021,1083.4366,293.51,594.15
,DHANLAXMI BANK LIMITED,401.222489,391.235188,121.512421,13.735256,657.21,100.943316,322.922381
,FEDERAL BANK LTD,3530.83,1921.9,452.83,397.51,4602.39,1607.17,1569.28
,HDFC BANK LTD.,12649.97,16040.01,4314.9,9289.08,15086,3542.36,4554.82
,ICICI BANK LIMITED,40829.09,16048.2246,6529.2673,9506.6277,40841.4196,9923.2411,9117.6637
,IDBI BANK LIMITED,47272,2631.66,5300.28,8391.75,36211.63,5439.49,2519.38
,IDFC FIRST BANK LIMITED,2279.561536,5626.758335,931.322507,2671.988409,4303.008955,808.566324,1883.27502
,INDUSIND BANK LTD,5146.7441,7664.067,2960.535,4055.2861,5794.99,1886.581478,1476.562678
,JAMMU & KASHMIR BANK LTD,7671.62,1106.89,607.32,1216.44,6954.75,2243.82,1969.33
,KARNATAKA BANK LTD,2799.9344,1346.37,404.49,1153.4,2588.4144,1755.6849,1645.0522
,KARUR VYSYA BANK LTD,4212.77,959.35,410.31,618.94,4142.87,1808.65,1719.39
,KOTAK MAHINDRA BANK LTD.,5026.891667,5488.317706,2461.656571,628.044311,7425.508491,1557.887395,2705.172788
,NAINITAL BANK LTD,536.03,176.94,62.3,-,650.67,184.14,206.93
,RBL BANK LTD,2136.52,3147.83,1007.8,1675.02,2601.53,1189.37,1241.35
,SOUTH INDIAN BANK LTD,3261.77,2339.99,323.84,1134.68,4143.24,2150.78,2734.52
,TAMILNAD MERCANTILE BANK LTD,1020.98,574.96,118.57,392.59,1084.78,497.47,613.82
,YES BANK LTD.,32877.588,12034.789,4062.702,12240.144,28609.531,8623.78,9813.359
,PRIVATE SECTOR BANKS,201704.748753,102488.45076,38580.100573,68105.585521,197507.513419,54250.260667,55376.593921
,AB BANK LIMITED,-,-,-,-,-,-,-
,ABU DHABI COMMERCIAL BANK PJSC,-,-,-,-,-,-,-
,AMERICAN EXPRESS BANKING CORP.,80.1169,404.9789,104.7772,127.0084,253.3102,36.8585,40.7576
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,25,-,-,-,25,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",-,-,-,-,-,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,78.6475,3.0012,6.2416,61.25,14.1571,6.582,2.0087
,BANK OF CEYLON,20.13,14.8,-,1.54,33.39,15.99,24.44
,BANK OF CHINA LIMITED,-,-,-,-,-,-,-
,BANK OF NOVA SCOTIA,68.0453,-,4.521,-,63.5243,-,-
,BARCLAYS BANK PLC,339.0701,50.5733,48.1195,73.3075,268.2164,-,30.344
,BNP PARIBAS,6.89866,-,-,-,6.89866,-,-
,CITIBANK N.A,961.04,852.73,452.73,370.1,990.94,370.51,446.93
,COOPERATIEVE RABOBANK U.A.,169.811,202.462,-,-,372.273,79.4803,251.9423
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,2.929,-,-,-,2.929,-,-
,CREDIT SUISSE AG,-,-,-,-,-,-,-
,"CTBC BANK CO., LTD.",2.576832,-,0.804375,-,1.772457,-,-
,DBS BANK INDIA LIMITED,507.5666,5229.9893,157.492,246.9084,5333.1555,89.6638,1045.4753
,DEUTSCHE BANK AG,1510.2753,709.6128,277.9191,485.3513,1456.6177,668.3155,453.3866
,DOHA BANK Q.P.S.C.,8.8807,17.6189,-,-,26.4996,-,13.9199
,EMIRATES NBD BANK (P.J.S.C.),-,-,-,-,-,-,-
,FIRST ABU DHABI BANK PJSC,-,-,-,-,-,-,-
,FIRSTRAND BANK LTD,28,-,-,-,28,-,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,669.3266,592.6666,164.2343,185.155,912.6039,126.192,290.229
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,35.2404,-,-,35.2404,-,22.9062,-
,INDUSTRIAL BANK OF KOREA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,-,-,-,-,-,-
,JSC VTB BANK,-,-,-,-,-,-,-
,KEB HANA BANK,53.4097,-,-,13,40.4097,20.6625,16.53
,KOOKMIN BANK,-,-,-,-,-,-,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,-,-,-,-,-,-,-
,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,"MUFG BANK, LTD.",-,-,-,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,17.781835,-,-,-,17.781835,-,-
,QATAR NATIONAL BANK (Q.P.S.C),-,50,-,-,50,-,40
,SBERBANK,91.846265,-,0.212616,-,91.633649,-,-
,SBM BANK (INDIA) LIMITED,115.5766,0.7396,16.1891,11.6974,88.4297,39.288893,28.745593
,SHINHAN BANK,100.0377,29.0547,0.8473,-,128.2451,0.0283,23.9556
,SOCIETE GENERALE,78.9178,-,-,-,78.9178,-,-
,SONALI BANK,4.6107,-,0.3177,-,4.293,1.1214,0.6253
,STANDARD CHARTERED BANK,5151.236258,4680.172086,3460.726238,1696.950684,4673.731422,608.91304,531.95886
,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,THE ROYAL BANK OF SCOTLAND N.V.,-,-,-,-,-,-,-
,UNITED OVERSEAS BANK LTD,75,-,-,-,75,-,-
,WOORI BANK,-,-,-,-,-,-,-
,FOREIGN BANKS,10208.31175,12838.399386,4695.132029,3307.509084,15044.070023,2086.512433,3241.248753
,AU SMALL FINANCE BANK LIMITED,457.784866,1285.777236,126.117012,114.614888,1502.830202,217.302322,755.454682
,CAPITAL SMALL FINANCE BANK LIMITED,58.5069,24.8532,5.1,0.0168,78.2433,41.2497,42.1421
,EQUITAS SMALL FINANCE BANK LIMITED,417.32,589.37,119.18,244.73,642.78,228.62,266.17
,ESAF SMALL FINANCE BANK LIMITED,100.8604,473.465,10.3281,-,563.9973,42.17,316.5782
,FINCARE SMALL FINANCE BANK LIMITED,44.713482,357.117628,14.316972,33.931018,353.58312,19.755146,148.414789
,JANA SMALL FINANCE BANK LIMITED,320.81,828.19,58.31,232.7,857.99,140.382246,618.672246
,NORTH EAST SMALL FINANCE BANK LIMITED,26.285,170.0752,4.6978,-,191.6624,16.2114,112.451
,SURYODAY SMALL FINANCE BANK LIMITED,101.250418,398.901068,9.525101,96.949422,393.676963,20.374053,188.120801
,UJJIVAN SMALL FINANCE BANK LIMITED,137.140987,1032.803074,25.499894,73.846629,1070.597538,27.489397,424.583955
,UTKARSH SMALL FINANCE BANK LIMITED,44.655314,309.579152,3.619939,35.325814,315.288713,11.092825,108.817475
,SMALL FINANCE BANKS,1709.327367,5470.131558,376.694818,832.114571,5970.649536,764.647089,2981.405248
,FINO PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,INDIA POST PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,PAYMENTS BANKS,-,-,-,-,-,-,-
2020,ALLAHABAD BANK,28704.78,13246.13,5101.06,9002.98,27846.87,7419.31,8088.09
,ANDHRA BANK,28973.97,5899.84,1970.69,4194.58,28708.54,9091.4,7764.52
,BANK OF BARODA*,48232.76,45006.65,7971.92,15886.06,69381.43,15609.5,21576.6
,BANK OF INDIA,60661.12,16328.81,7812.51,7627.49,61549.93,19118.96,14320.1
,BANK OF MAHARASHTRA,15324.49,4040.6,1515.34,5697.6,12152.15,4559.33,4145.38
,CANARA BANK,39224.12,15044.75,9730.2,7497.52,37041.15,22955.11,18250.95
,CENTRAL BANK OF INDIA,32356.04,8150.61,3748.38,4169.19,32589.08,11333.24,11534.46
,CORPORATION BANK,20723.68,4336.27,1847.3,3813.63,19399.02,6926.64,6256.97
,INDIAN BANK,13353.434519,5320.5045,1491.5098,3031.6067,14150.822519,6793.1144,6184.2444
,INDIAN OVERSEAS BANK,33398.12,7225.33,4304.14,16406.61,19912.7,14368.3,6602.8
,ORIENTAL BANK OF COMMERCE,21717.07,6120.14,2735.22,3350.84,21751.15,9439.62,7909.41
,PUNJAB AND SIND BANK,8605.87,2908.56,858.99,1780.87,8874.57,4994.23,4684.15
,PUNJAB NATIONAL BANK,78472.7,20751.25,12380.1,13365.09,73478.76,30037.66,27218.9
,STATE BANK OF INDIA,172750.36,49826.28,21122.42,52362.37,149091.85,65894.74,51871.3
,SYNDICATE BANK,24680.37,9112.46,4772.65,4933.7,24086.48,12627.73,8504.7
,UCO BANK,29888.33,6181.38,4308.67,12479.09,19281.95,9649.92,5510.66
,UNION BANK OF INDIA,48729.15,14911.44,6137.81,8417.48,49085.3,20332.42,17303.14
,UNITED BANK OF INDIA,12053.38,4053.08,1882.63,4288.6,9935.23,5785.61,3191.22
,PUBLIC SECTOR BANKS,717849.744519,238464.0845,99691.5398,178305.3067,678316.982519,276936.8344,230917.5944
,AXIS BANK LIMITED,29789.44,19915.01,9301.36,10169.27,30233.82,11275.6,9360.41
,BANDHAN BANK LIMITED,933.996487,926.01,212.21,655.017222,992.779265,289.296487,389.396154
,CITY UNION BANK LIMITED,977.05,1110.47,300.27,373.85,1413.4,591.46,778.49
,CSB BANK LIMITED,530.62,181.78,104.7,198.27,409.43,240.68,216.94
,DCB BANK LIMITED,439.479198,664.051841,351.779376,120.238367,631.513296,153.77,293.51
,DHANLAXMI BANK LIMITED,495.84,167.59,158.956048,103.249713,401.224239,151.71,100.94
,FEDERAL BANK LTD,3260.68,1918.8,914.46,734.19,3530.83,1626.2,1607.17
,HDFC BANK LTD.,11224.16,17563.13,7882.83,8254.49,12649.97,3214.52,3542.36
,ICICI BANK LIMITED,45676.0423,13801.9984,7697.0968,10951.8539,40829.09,13449.7235,9923.2411
,IDBI BANK LIMITED,50027.94,11021.99,7841.65,5935.91,47272.37,14837.44,5439.49
,IDFC FIRST BANK LIMITED,2136.044377,2693.49423,1039.75,1510.23,2279.558607,1106.634498,808.574498
,INDUSIND BANK LTD,3947.4134,5829.87,2091.7313,2538.81,5146.7421,2248.277,1886.581478
,JAMMU & KASHMIR BANK LTD,6221.35,4053.79,2536.3127,67.1973,7671.63,3239.61,2181.36
,KARNATAKA BANK LTD,2456.3781,1998.584,564.1912,1090.8365,2799.9344,1616.7114,1755.0114
,KARUR VYSYA BANK LTD,4449.57,1602.25,877.73,961.32,4212.77,2420.34,1808.65
,KOTAK MAHINDRA BANK LTD.,4467.940147,3394.974772,1899.537739,936.485513,5026.891667,1544.373665,1557.887395
,LAKSHMI VILAS BANK LTD,3358.99,1553.24,659.92,19,4233.31,1506.29,1387.86
,NAINITAL BANK LTD,388.22,181.68,33.87,-,536.03,199.52,184.14
,RBL BANK LTD,754.62,3359.1,724.25,1252.95,2136.52,372.74,1189.37
,SOUTH INDIAN BANK LTD,3131.66,1369.59,371.97,867.51,3261.77,2163.62,2150.78
,TAMILNAD MERCANTILE BANK LTD,1168.11,554.66,335.88,365.91,1020.98,636.51,497.47
,YES BANK LTD.,7882.56,37272.486,5435.459,6841.998,32877.589,4484.85,8623.78
,PRIVATE SECTOR BANKS,183718.104009,131134.549243,51335.914163,53948.586515,209568.152574,67369.87655,55683.412025
,AB BANK LIMITED,8.898,-,-,8.898,-,-,-
,ABU DHABI COMMERCIAL BANK PJSC,53.3766,74.6765,64.3669,63.6862,-,39.9503,-
,AMERICAN EXPRESS BANKING CORP.,199.5881,1252.4459,1191.7138,180.2033,80.1169,108.2073,36.8585
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,99.9674,-,-,74.9674,25,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",-,0.2236,0.2236,-,-,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,79.549,7.63412,3.983744,4.551916,78.64746,49.8344,6.581973
,BANK OF CEYLON,3.45,18.8101,-,2.13,20.1301,2.13,15.9886
,BANK OF CHINA LIMITED,-,-,-,-,-,-,-
,BANK OF NOVA SCOTIA,68.0453,-,-,-,68.0453,-,-
,BARCLAYS BANK PLC,295.8392,121.427,26.146,52.0501,339.0701,54.3718,-
,BNP PARIBAS,6.89866,-,-,-,6.89866,-,-
,CITIBANK N.A,849.11,1128.35,457.375,559.045,961.04,312.62,370.505
,COOPERATIEVE RABOBANK U.A.,126.5317,169.811,3.9924,122.5393,169.811,-,-
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,3.1695,-,-,0.2405,2.929,-,-
,CREDIT SUISSE AG,260,-,-,260,-,107.69,-
,"CTBC BANK CO., LTD.",3.461832,-,0.885,-,2.576832,-0.35,-
,DBS BANK INDIA LIMITED,583.1716,148.8991,40.8073,183.6968,507.5666,58.8628,89.6638
,DEUTSCHE BANK AG,1424.4373,815.6514,624.88,104.9334,1510.2753,694.6507,668.3155
,DOHA BANK Q.P.S.C.,8.8807,-,-,-,8.8807,-,-
,EMIRATES NBD BANK (P.J.S.C.),-,-,-,-,-,-,-
,FIRST ABU DHABI BANK PJSC,-,-,-,-,-,-,-
,FIRSTRAND BANK LTD,28,0.0002,-,0.0002,28,21,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,597.7082,469.412,279.296,118.4976,669.3266,129.117,126.192
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,50.0542,36.7954,8.7866,42.8226,35.2404,-,22.9062
,INDUSTRIAL BANK OF KOREA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,-,-,-,-,-,-
,JSC VTB BANK,-,-,-,-,-,-,-
,KEB HANA BANK,53.5097,-,0.1,-,53.4097,31.403,20.6625
,KOOKMIN BANK,-,-,-,-,-,-,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,-,-,-,-,-,-,-
,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,"MUFG BANK, LTD.",70,-,70,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,17.781835,-,-,-,17.781835,-,-
,QATAR NATIONAL BANK (Q.P.S.C),-,-,-,-,-,-,-
,SBERBANK,91.846265,-,-,-,91.846265,-,-
,SBM BANK (INDIA) LIMITED,149.3059,21.15,10.0196,44.8597,115.5766,50.6694,36.7814
,SHINHAN BANK,100,0.0377,-,-,100.0377,85,0.0283
,SOCIETE GENERALE,148.9178,-,70,-,78.9178,45.4466,-
,SONALI BANK,4.4624,0.2378,0.0895,-,4.6107,1.0057,1.1214
,STANDARD CHARTERED BANK,6690.7776,2485.2072,913.7652,3110.9834,5151.2362,259.8361,608.9131
,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,THE ROYAL BANK OF SCOTLAND N.V.,-,-,-,-,-,-,-
,UNITED OVERSEAS BANK LTD,155.1936,-,25.5137,54.6799,75,-,-
,WESTPAC BANKING CORPORATION,-,-,-,-,-,-,-
,WOORI BANK,12.8866,-,-,12.8866,-,-,-
,FOREIGN BANKS,12251.158992,6750.76902,3791.944344,5001.671916,10208.311752,2051.4451,2004.518273
,AU SMALL FINANCE BANK LIMITED,470.14366,617.025305,582.255156,47.128943,457.784866,294.498046,217.302322
,CAPITAL SMALL FINANCE BANK LIMITED,33.9556,42.19,17.6324,0.0063,58.5069,24.2204,41.2497
,EQUITAS SMALL FINANCE BANK LIMITED,295.71,409.301552,216.186106,71.50776,417.317686,167.4164,228.605276
,ESAF SMALL FINANCE BANK LIMITED,74.0137,80.1058,23.9918,29.2673,100.8604,35.2155,42.1686
,FINCARE SMALL FINANCE BANK LIMITED,35.887149,74.330235,20.062952,45.44095,44.713482,9.50102,19.755146
,JANA SMALL FINANCE BANK LIMITED,522.59,230.42,132.676991,299.52,320.813009,273.08,140.385317
,NORTH EAST SMALL FINANCE BANK LIMITED,14.2984,20.370134,0.2514,8.1321,26.285034,4.4136,16.2114
,SURYODAY SMALL FINANCE BANK LIMITED,49.6209,104.2955,4.7795,47.8864,101.2505,12.0059,20.3742
,UJJIVAN SMALL FINANCE BANK LIMITED,97.852269,145.189791,41.828755,64.072329,137.140976,27.548192,27.489341
,UTKARSH SMALL FINANCE BANK LIMITED,65.572495,41.190415,6.149872,55.957725,44.655313,5.69067,11.092824
,SMALL FINANCE BANKS,1659.644173,1764.418732,1045.814932,668.919807,1709.328166,853.589728,764.634126
,INDIA POST PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,PAYMENTS BANKS,-,-,-,-,-,-,-
2019,ALLAHABAD BANK,26562.79,10726.32,4301.34,4282.99,28704.78,12229.13,7419.31
,ANDHRA BANK,28124.36,5274.94,2145.15,2280.18,28973.97,12636.87,9091.4
,BANK OF BARODA,56480.38,13613.61,8759.39,13101.84,48232.76,23482.65,15609.5
,BANK OF INDIA,62328.46,17902.53,12153.42,7416.45,60661.12,28207.27,19118.96
,BANK OF MAHARASHTRA,18433.23,4304.22,2286.09,5126.87,15324.49,9641.19,4559.33
,CANARA BANK,47468.47,15480.16,9457.31,14267.2,39224.12,28542.4,22955.11
