unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9
MOVEMENT OF NON-PERFORMING ASSETS (NPAs) OF SCHEDULED COMMERCIAL BANKS,,,,,,,,
(Amount in ₹ Crores),,,,,,,,
,,As on March 31,,,,,,
Year,Bank,Gross NPAs,,,,,Net NPAs,
,,Opening Balance,Addition during the Year,Reduction during the Year,Write-off during the Year,Closing Balance,Opening Balance,Closing Balance
,,(2),(3),(4),(5),(6),(7),(8)
,SYNDICATE BANK,3182.7,2142.04,2346.24,-,2978.5,1185.43,1124.77
,UCO BANK,4086.2,5161.59,2117.7,-,7130.09,2263.94,4069.31
,UNION BANK OF INDIA,5449.86,3973.75,1980.94,1128.84,6313.83,3025.03,3353.37
,UNITED BANK OF INDIA,2176.42,2484.84,1697.44,-,2963.82,1075.55,1969.98
,VIJAYA BANK,1718.46,1601.42,1786.94,-,1532.94,998.01,909.69
,NATIONALISED BANKS,69624.51,77274.79,43543.23,1128.84,102227.23,39154.62,61936.2
,AB BANK LIMITED,-,5.7351,-,-,5.7351,-,4.3701
,ABU DHABI COMMERCIAL BANK PJSC,3.1198,0.0282,3.1198,-,0.0282,-,-
,AMERICAN EXPRESS BANKING CORP.,23.4247,68.1011,46.9143,-,44.6115,17.5685,31.9301
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-,28.0775,-,-,28.0775,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",0.6978,-,0.6978,-,-,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,27.72,49.13,24.51,0.02,52.32,17.56,23.39
,BANK OF CEYLON,1.52,-,0.01,-,1.51,-,-
,BANK OF NOVA SCOTIA,9.625,66.8403,18.5234,-,57.9419,-,34.9949
,BARCLAYS BANK PLC,547.1478,276.8984,269.7505,-,554.2957,125.3973,147.3446
,BNP PARIBAS,27.45,-,2.61,8.59,16.25,4.11,-
,CITIBANK N.A,846.42,1042.11,529.8,-,1358.73,423.76,766.65
,COMMONWEALTH BANK OF AUSTRALIA,-,-,-,-,-,-,-
,COOPERATIEVE RABOBANK U.A.,-,-,-,-,-,-,-
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.91,-,0.32,-,0.59,-,-
,CREDIT SUISSE AG,-,-,-,-,-,-,-
,"CTBC BANK CO., LTD.",16.29,39.3,3.38,-,52.21,9.23,26.84
,DBS BANK INDIA LIMITED,214.6623,423.6391,14.8099,41.4588,582.0327,77.4357,328.9637
,DEUTSCHE BANK AG,134.8495,37.0703,17.5353,-,154.3845,11.3701,28.6533
,FIRSTRAND BANK LTD,-,22,-,-,22,-,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,720.1104,200.4595,279.7376,-,640.8323,220.3435,119.017
,HSBC BANK OMAN S.A.O.G.,-,-,-,-,-,-,-
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,26.89,-,2.48,-,24.41,-,-
,JSC VTB BANK,-,-,-,-,-,-,-
,KBC BANK N.V.,99.6325,-,49.3657,-,50.2668,17.4299,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,0.0006,-,-,-,0.0006,-,-
,MIZUHO BANK LTD,6.34,119,-,-,125.34,-,87.7
,"MUFG BANK, LTD.",8.18,0.48,-,-,8.66,0.8,0.8018
,NATIONAL AUSTRALIA BANK,-,-,-,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,-,-,-,-,-,-,-
,SBERBANK,-,-,-,-,-,-,-
,SBM BANK (INDIA) LIMITED,21.01,16.58,-,2.63,34.96,7.05,15.39
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,1.1758,-,0.4358,-,0.74,-,-
,SONALI BANK,0.7572,0.9238,0.1756,-,1.5054,-0.0334,0.1849
,STANDARD CHARTERED BANK,3212.1562,1702.0474,1034.1412,-,3880.0624,386.8066,1009.8172
,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,THE ROYAL BANK OF SCOTLAND N.V.,346.508,53.5076,120.4206,-,279.595,93.3456,36.5153
,UBS AG,-,-,-,-,-,-,-
,UNITED OVERSEAS BANK LTD,-,-,-,-,-,-,-
,WESTPAC BANKING CORPORATION,-,-,-,-,-,-,-
,WOORI BANK,-,-,-,-,-,-,-
,FOREIGN BANKS,6296.5976,4151.9283,2418.7375,52.6988,7977.0896,1412.1738,2662.5629
2012,STATE BANK OF BIKANER AND JAIPUR,835.4,1571.93,480.77,275.09,1651.47,341.33,945.41
,STATE BANK OF HYDERABAD,1150.45,2219.07,1362.16,-,2007.36,562.72,1001.95
,STATE BANK OF INDIA,25326.29,24712.22,9617.71,744.34,39676.46,12346.9,15818.85
,STATE BANK OF MYSORE,863.74,1310.59,671.71,-,1502.62,467.88,768.42
,STATE BANK OF PATIALA,1381.68,1567.43,1061.36,-,1887.75,620.77,848.42
,STATE BANK OF TRAVANCORE,835.23,2740.51,2086.99,-,1488.75,450.99,853.57
,STATE BANK OF INDIA AND ITS ASSOCIATES,30392.79,34121.75,15280.7,1019.43,48214.41,14790.59,20236.62
,AXIS BANK LIMITED,1599.42,1841.94,969.18,665.88,1806.3,410.35,472.64
,CITY UNION BANK LIMITED,112.48,144.41,133.35,-,123.54,48.42,54.04
,CSB BANK LIMITED,192.45,100.2,109.72,-,182.93,108.4,84.21
,DCB BANK LIMITED,263.57,68.17,89.94,-,241.8,41.23,30.24
,DHANLAXMI BANK LIMITED,67.09,91.82,54.64,-,104.27,27.47,58
,FEDERAL BANK LTD,1148.33,695.31,434.46,108.35,1300.83,190.69,199
,HDFC BANK LTD.,1694.34,1574.9,328.53,941.32,1999.39,296.41,352.33
,ICICI BANK LIMITED,10034.26,2986.12,2361.56,1183.49,9475.33,2407.36,1860.84
,INDUSIND BANK LTD,265.86,286.45,134.23,71,347.08,72.82,94.67
,ING VYSYA BANK LTD,155.3873,172.8349,126.6977,52.0116,149.5129,91.7856,52.4922
,JAMMU & KASHMIR BANK LTD,518.83,314.68,202.64,114.27,516.6,53.24,49.34
,KARNATAKA BANK LTD,702.17,378.31,395.76,-,684.72,280.34,435.2
,KARUR VYSYA BANK LTD,228.15,174,81.16,-,320.99,13.87,78.78
,KOTAK MAHINDRA BANK LTD.,603.49,303.61,193.93,98.98,614.19,211.16,237.38
,LAKSHMI VILAS BANK LTD,157.79,282.97,133.03,-,307.73,72.88,177.09
,NAINITAL BANK LTD,21.44,28.24,18.69,-,30.99,-,-
,RBL BANK LTD,21.51,18.13,6.53,-,33.11,6.89,8.39
,SBI COMMERCIAL & INTERNATIONAL BANK LTD,-,-,-,-,-,-,-
,SOUTH INDIAN BANK LTD,230.34,171.51,134.69,-,267.16,60.02,76.51
,TAMILNAD MERCANTILE BANK LTD,141.13,176.25,139.9,-,177.48,29.31,62.6
,YES BANK LTD.,80.5242,64.3743,34.6102,26.4294,83.8589,9.1536,17.46
,PRIVATE SECTOR BANKS,18238.5615,9874.2292,6083.2479,3261.731,18767.8118,4431.7992,4401.2122
,ALLAHABAD BANK,1647.92,2232.06,1821,-,2058.98,736.37,1091.7
,ANDHRA BANK,995.64,1287.31,484.94,-,1798.01,273.68,755.85
,BANK OF BARODA,3152.5,3443.31,2131.06,-,4464.75,790.88,1543.64
,BANK OF INDIA,5073.88,5745.41,4348.42,-,6470.87,1947.78,3842.46
,BANK OF MAHARASHTRA,1173.7,875.88,752.55,-,1297.03,618.95,469.57
,CANARA BANK,3137.36,4589.84,3695.45,-,4031.75,2329.91,3386.31
,CENTRAL BANK OF INDIA,2394,6849,1970,-,7273,856,4600
,CORPORATION BANK,790.23,1202.78,718.8,-,1274.21,397.74,869.38
,DENA BANK,842.24,722.19,607.93,-,956.5,548.95,571.73
,IDBI BANK LIMITED,2784.73,2560.24,793.6,-,4551.37,1677.91,2910.93
,INDIAN BANK,740.31,1879.51,769.04,-,1850.78,397.04,1196.83
,INDIAN OVERSEAS BANK,3089.59,3184.76,2354.28,-,3920.07,1328.42,1907.44
,ORIENTAL BANK OF COMMERCE,1920.54,3897.59,2237.64,-,3580.49,938.15,2459.03
,PUNJAB AND SIND BANK,424.28,550.74,211.58,-,763.44,237.94,547.56
,PUNJAB NATIONAL BANK,4379.39,6671.64,2331.41,-,8719.62,2038.63,4454.23
,SYNDICATE BANK,2598.97,3156.28,2572.55,-,3182.7,1030.84,1185.43
,UCO BANK,3150.36,2401.16,1074.77,390.55,4086.2,1824.55,2263.94
,UNION BANK OF INDIA,3622.82,3760.11,995.39,937.68,5449.86,1803.44,3025.03
,UNITED BANK OF INDIA,1355.78,1964.22,1143.58,-,2176.42,757.41,1075.55
,VIJAYA BANK,1259.19,2056.97,1597.7,-,1718.46,741.16,998.01
,NATIONALISED BANKS,44533.43,59031,32611.69,1328.23,69624.51,21275.75,39154.62
,AB BANK LIMITED,-,-,-,-,-,-,-
,ABU DHABI COMMERCIAL BANK PJSC,12.7483,0.3789,9.0194,0.988,3.1198,5.2121,-
,AMERICAN EXPRESS BANKING CORP.,20.2579,21.6931,18.5263,-,23.4247,16.2063,17.5685
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-,-,-,-,-,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",0.6978,-,-,-,0.6978,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,10.45,22.78,5.49,0.02,27.72,3.39,17.56
,BANK OF CEYLON,1.83,-,0.31,-,1.52,-,-
,BANK OF NOVA SCOTIA,9.625,-,-,-,9.625,-,-
,BARCLAYS BANK PLC,781.1818,309.2783,543.3123,-,547.1478,121.6175,125.3973
,BNP PARIBAS,11.28,16.44,0.27,-,27.45,-,4.11
,CITIBANK N.A,838.67,708.37,700.62,-,846.42,492.8,423.76
,COMMONWEALTH BANK OF AUSTRALIA,-,-,-,-,-,-,-
,COOPERATIEVE RABOBANK U.A.,-,-,-,-,-,-,-
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,198.85,-,197.94,-,0.91,-,-
,CREDIT SUISSE AG,-,-,-,-,-,-,-
,"CTBC BANK CO., LTD.",2.9,16.38,2.99,-,16.29,2.5,9.23
,DBS BANK INDIA LIMITED,83.448,139.4084,5.8608,2.3333,214.6623,23.3463,77.4357
,DEUTSCHE BANK AG,178.5162,19.5763,63.243,-,134.8495,33.1069,11.3701
,FIRSTRAND BANK LTD,-,-,-,-,-,-,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,995.5304,472.2733,747.6933,-,720.1104,248.7432,220.3434
,HSBC BANK OMAN S.A.O.G.,-,-,-,-,-,-,-
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,27.21,-,0.32,-,26.89,-,-
,JSC VTB BANK,-,-,-,-,-,-,-
,KBC BANK N.V.,99.6325,-,-,-,99.6325,18.2025,17.4299
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,0.0007,-,-,0.0001,0.0006,-,-
,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,"MUFG BANK, LTD.",7.29,3.81,2.92,-,8.18,0.8,0.8
,NATIONAL AUSTRALIA BANK,-,-,-,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,-,-,-,-,-,-,-
,SBERBANK,-,-,-,-,-,-,-
,SBM BANK (INDIA) LIMITED,18.03,9.94,6.67,0.29,21.01,13,7.05
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,1.1758,-,-,-,1.1758,-,-
,SONALI BANK,0.7495,-,0.0034,-,0.7461,0.218,0.2146
,STANDARD CHARTERED BANK,1147.7884,2607.6669,543.2991,-,3212.1562,131.8896,386.8066
,THE ROYAL BANK OF SCOTLAND N.V.,614.477,145.7454,413.7144,-,346.508,173.7047,93.3456
,UBS AG,-,-,-,-,-,-,-
,UNITED OVERSEAS BANK LTD,-,-,-,-,-,-,-
,WOORI BANK,-,-,-,-,-,-,-
,FOREIGN BANKS,5068.6793,4493.7406,3262.202,3.6314,6296.5865,1284.7371,1412.4217
2011,STATE BANK OF BIKANER AND JAIPUR,611.85,616.71,227.4,165.76,835.4,270.18,341.33
,STATE BANK OF HYDERABAD,648.98,1171.08,669.61,-,1150.45,288.93,562.72
,STATE BANK OF INDIA,19534.89,18145.7,8347.45,4006.85,25326.29,10870.17,12346.9
,STATE BANK OF MYSORE,595.26,782.73,514.25,-,863.74,299.79,467.88
,STATE BANK OF PATIALA,1006.61,1250.93,875.86,-,1381.68,482.72,620.77
,STATE BANK OF TRAVANCORE,641.98,745.06,551.81,-,835.23,350.4,450.99
,STATE BANK OF INDIA AND ITS ASSOCIATES,23039.57,22712.21,11186.38,4172.61,30392.79,12562.19,14790.59
,AXIS BANK LIMITED,1318,1448.31,498.72,668.17,1599.42,419,410.35
,BANK OF RAJASTHAN LTD,-,-,-,-,-,-,-
,CITY UNION BANK LIMITED,88.23,120.66,96.41,-,112.48,39.67,48.42
,CSB BANK LIMITED,149.29,107.87,64.71,-,192.45,70.52,108.4
,DCB BANK LIMITED,319.18,50.71,106.32,-,263.57,107.62,41.23
,DHANLAXMI BANK LIMITED,77.5,41.13,51.54,-,67.09,41.94,27.47
,FEDERAL BANK LTD,820.97,875.84,548.48,-,1148.33,128.79,190.69
,HDFC BANK LTD.,1816.76,1450.98,404.88,1168.52,1694.34,392.05,296.41
,ICICI BANK LIMITED,9480.65,2865.63,2312.02,-,10034.26,3841.11,2407.36
,INDUSIND BANK LTD,255.47,190.38,69.26,110.73,265.86,101.83,72.82
,ING VYSYA BANK LTD,234.5106,236.0155,159.0388,156.1,155.3873,221.8267,91.7856
,JAMMU & KASHMIR BANK LTD,462.31,289.14,158.18,74.45,518.82,64.33,53.24
,KARNATAKA BANK LTD,549.64,323.76,171.23,-,702.17,188.61,280.34
,KARUR VYSYA BANK LTD,235.34,53.55,60.74,-,228.15,30.95,13.87
,KOTAK MAHINDRA BANK LTD.,767.34,217.49,232.75,148.59,603.49,360.25,211.16
,LAKSHMI VILAS BANK LTD,325.17,137.54,304.92,-,157.79,257.78,72.88
,NAINITAL BANK LTD,23.42,15.28,17.26,-,21.44,-,-
,RBL BANK LTD,27.64,4.85,10.98,-,21.51,11.36,6.89
,SBI COMMERCIAL & INTERNATIONAL BANK LTD,3.27,-,0.05,1.19,2.03,0.39,0.36
,SOUTH INDIAN BANK LTD,211,106.51,87.17,-,230.34,61.57,60.02
,TAMILNAD MERCANTILE BANK LTD,115,100.05,73.92,-,141.13,19.98,29.31
,YES BANK LTD.,60.202,49.8168,17.8142,11.6804,80.5242,12.9878,9.1536
,PRIVATE SECTOR BANKS,17340.8926,8685.5123,5446.393,2339.4304,18240.5815,6372.5645,4432.1592
,ALLAHABAD BANK,1221.8,1747.07,1320.95,-,1647.92,470.15,736.37
,ANDHRA BANK,487.87,794.68,286.91,-,995.64,95.72,273.68
,BANK OF BARODA,2400.69,1897.01,1145.2,-,3152.5,602.32,790.88
,BANK OF INDIA,4882.65,2908.38,2979.48,-,4811.55,2207.45,1944.99
,BANK OF MAHARASHTRA,1209.79,699.15,735.24,-,1173.7,662.43,618.95
,CANARA BANK,2590.31,3508.37,2961.32,-,3137.36,1799.7,2329.91
,CENTRAL BANK OF INDIA,2458,1409,1473,-,2394,727,847
,CORPORATION BANK,650.94,812.94,673.65,-,790.23,197.25,397.74
,DENA BANK,641.99,758.69,558.44,-,842.24,427.53,548.95
,IDBI BANK LIMITED,2129.38,1987.32,1331.97,-,2784.73,1406.32,1677.91
,INDIAN BANK,510.1,953.92,723.71,-,740.31,144.93,397.04
,INDIAN OVERSEAS BANK,3611.08,2169.26,2690.75,-,3089.59,1994.97,1328.42
,ORIENTAL BANK OF COMMERCE,1468.75,1556,1104.21,-,1920.54,723.82,938.15
,PUNJAB AND SIND BANK,206.15,383.45,165.32,-,424.28,116.63,237.94
,PUNJAB NATIONAL BANK,3214.41,4336.7,3171.72,-,4379.39,981.69,2038.63
,SYNDICATE BANK,2006.82,1592.97,1000.82,-,2598.97,963.2,1030.84
,UCO BANK,1666.43,2729.91,659.61,586.37,3150.36,966.28,1824.55
,UNION BANK OF INDIA,2670.89,2923.54,845.61,1126,3622.82,965.33,1803.44
,UNITED BANK OF INDIA,1372.3,984.15,1000.67,-,1355.78,778.55,757.41
,VIJAYA BANK,994.45,1362.26,1097.52,-,1259.19,581.83,741.16
,NATIONALISED BANKS,36394.8,35514.77,25926.1,1712.37,44271.1,16813.1,21263.96
,AB BANK LIMITED,2.65,-,2.65,-,-,1.32,-
,ABU DHABI COMMERCIAL BANK PJSC,14.0902,7.7212,1.0235,8.0396,12.7483,0.2843,5.2121
,AMERICAN EXPRESS BANKING CORP.,17.3845,26.3079,23.4345,-,20.2579,13.9076,16.2063
,"BANK OF AMERICA , NATIONAL ASSOCIATION",0.6978,-,-,-,0.6978,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,10.91,1.13,1.59,-,10.45,9.08,1.98
,BANK OF CEYLON,2.22,-,0.39,-,1.83,-,-
,BANK OF NOVA SCOTIA,9.625,0.1102,0.1102,-,9.625,-,-
,BARCLAYS BANK PLC,1421.7325,444.7429,1085.2936,-,781.1818,389.3223,121.6175
,BNP PARIBAS,68.12,-,23.96,32.88,11.28,-,-
,CITIBANK N.A,1275.44,1079.56,1516.33,-,838.67,784.46,492.8
,COMMONWEALTH BANK OF AUSTRALIA,-,-,-,-,-,-,-
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,277.16,-,78.16,0.15,198.85,138.13,-
,"CTBC BANK CO., LTD.",3.14,3.48,3.72,-,2.9,2.83,2.5
,DBS BANK INDIA LIMITED,76.0399,58.2778,14.7771,36.0926,83.448,39.9952,23.3463
,DEUTSCHE BANK AG,260.8107,94.6752,176.9697,-,178.5162,102.3487,33.1069
,FIRSTRAND BANK LTD,-,-,-,-,-,-,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,1683.2926,277.5803,965.3425,-,995.5304,543.1341,248.7432
,HSBC BANK OMAN S.A.O.G.,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,95.2829,0.0006,68.0735,-,27.21,29.1373,29.1378
,JSC VTB BANK,-,-,-,-,-,-,-
,KBC BANK N.V.,99.5901,0.0424,-,-,99.6325,63.8901,18.2025
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,0.0008,-,0.0001,-,0.0007,-,-
,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,"MUFG BANK, LTD.",7.33,-,0.04,-,7.29,0.79,0.79
,PT BANK MAYBANK INDONESIA TBK,-,-,-,-,-,-,-
,SBM BANK (INDIA) LIMITED,18.8,-,-,0.77,18.03,16.92,13
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,1.2124,-,0.0366,-,1.1758,-,-
,SONALI BANK,0.7504,0.0001,0.001,-,0.7495,0.2631,0.218
,STANDARD CHARTERED BANK,1095.5995,985.5055,933.3166,-,1147.7884,580.4875,131.8896
,THE ROYAL BANK OF SCOTLAND N.V.,685.3732,548.2277,619.1239,-,614.477,260.9177,173.7047
,UBS AG,-,-,-,-,-,-,-
,UNITED OVERSEAS BANK LTD,-,-,-,-,-,-,-
,FOREIGN BANKS,7133.5925,3527.3618,5514.3428,77.9322,5068.6793,2977.2179,1312.4549
,STATE BANK OF INDORE,-,-,-,-,-,-,-
,PUBLIC SECTOR BANKS,-,-,-,-,-,-,-
2010,STATE BANK OF BIKANER AND JAIPUR,490.33,516.7,372.56,22.62,611.85,252.94,270.18
,STATE BANK OF HYDERABAD,453.38,409.73,214.13,-,648.98,165.79,288.93
,STATE BANK OF INDIA,15714,11842.84,6031.47,1990.48,19534.89,9677.42,10870.17
,STATE BANK OF INDORE,288.69,402.03,197.83,-,492.89,192.74,268.13
,STATE BANK OF MYSORE,367.61,373,145.35,-,595.26,129.07,299.79
,STATE BANK OF PATIALA,573.9,1001.71,569,-,1006.61,263.63,482.72
,STATE BANK OF TRAVANCORE,526,570.83,454.85,-,641.98,187.54,350.4
,STATE BANK OF INDIA AND ITS ASSOCIATES,18413.91,15116.84,7985.19,2013.1,23532.46,10869.13,12830.32
,AXIS BANK LIMITED,897.77,1800.7,349.72,1030.75,1318,327.13,419
,BANK OF RAJASTHAN LTD,160.92,163.53,25.69,4.95,293.81,57.03,133.5
,CITY UNION BANK LIMITED,102.08,107.52,116.1,-,93.5,61.11,39.67
,CSB BANK LIMITED,171.78,53.48,75.97,-,149.29,87.94,70.52
,DCB BANK LIMITED,290,193.17,163.99,-,319.18,127.01,107.62
,DHANLAXMI BANK LIMITED,64.43,52.16,39.09,-,77.5,28.24,41.94
,FEDERAL BANK LTD,589.54,747.39,515.96,-,820.97,68.12,128.79
,HDFC BANK LTD.,1951.52,2610.88,496.97,2248.67,1816.76,627.62,392.05
,ICICI BANK LIMITED,9649.31,6416.89,6585.55,-,9480.65,4553.94,3841.11
,INDUSIND BANK LTD,255.02,221.6,151.64,69.51,255.47,179.13,101.83
,ING VYSYA BANK LTD,209.39,410.0326,155.2857,229.6263,234.5106,200.414,221.8267
,JAMMU & KASHMIR BANK LTD,559.27,188.78,254.36,31.38,462.31,287.51,64.33
,KARNATAKA BANK LTD,443.2,300.28,193.84,-,549.64,116.1,188.61
,KARUR VYSYA BANK LTD,205.86,120.94,91.46,-,235.34,25.82,30.87
,KOTAK MAHINDRA BANK LTD.,689.21,626.43,174.04,374.26,767.34,396.84,360.25
,LAKSHMI VILAS BANK LTD,144.05,389.3,208.18,-,325.17,64.85,257.78
,NAINITAL BANK LTD,18.73,27.95,23.26,-,23.42,-,-
,RBL BANK LTD,17.27,14.83,4.46,-,27.64,5.45,11.36
,SBI COMMERCIAL & INTERNATIONAL BANK LTD,4.61,0.61,1.04,0.91,3.27,0.23,0.39
,SOUTH INDIAN BANK LTD,260.56,174.25,223.81,-,211,134.31,61.57
,TAMILNAD MERCANTILE BANK LTD,120.4,82.87,88.27,-,115,22.08,19.98
,YES BANK LTD.,84.9254,113.3551,55.4442,82.6343,60.202,41.157,12.9878
,PRIVATE SECTOR BANKS,16889.8454,14816.9477,9994.1299,4072.6906,17639.9726,7412.031,6505.9845
,ALLAHABAD BANK,1078.25,1238.15,1094.6,-,1221.8,422.11,470.15
,ANDHRA BANK,368.14,399.9,280.17,-,487.87,79.22,95.72
,BANK OF BARODA,1842.92,1671.22,1113.45,-,2400.69,449.04,602.32
,BANK OF INDIA,2470.88,4161.66,1749.89,-,4882.65,628.21,2207.45
,BANK OF MAHARASHTRA,798.41,875.72,464.34,-,1209.79,271.9,662.43
,CANARA BANK,2167.97,3266.33,2843.99,-,2590.31,1507.25,1799.7
,CENTRAL BANK OF INDIA,2316,1033,891,-,2458,1063,727
,CORPORATION BANK,559.22,476.82,385.1,-,650.94,138.3,197.25
,DENA BANK,620.77,629.93,608.71,-,641.99,313.38,427.53
,IDBI BANK LIMITED,1435.69,1483.18,789.49,-,2129.38,948.96,1406.32
,INDIAN BANK,459.18,586.19,535.27,-,510.1,93.81,144.93
,INDIAN OVERSEAS BANK,1923.41,3126.83,1439.16,-,3611.08,999.14,1994.97
,ORIENTAL BANK OF COMMERCE,1058.12,1133.1,722.47,-,1468.75,442.43,723.82
,PUNJAB AND SIND BANK,161.04,208.05,162.94,-,206.15,78.03,116.63
,PUNJAB NATIONAL BANK,2506.9,2838.14,2130.63,-,3214.41,263.86,981.69
,SYNDICATE BANK,1594.54,1491.52,1079.24,-,2006.82,631.77,963.2
,UCO BANK,1539.51,1109.03,611.28,370.83,1666.43,812.67,966.28
,UNION BANK OF INDIA,1923.35,1785.23,524.45,513.24,2670.89,325.94,965.33
,UNITED BANK OF INDIA,1020.35,980.34,628.39,-,1372.3,524.97,778.55
,VIJAYA BANK,698.82,1207.58,911.95,-,994.45,292.29,581.83
,NATIONALISED BANKS,26543.47,29701.92,18966.52,884.07,36394.8,10286.28,16813.1
,AB BANK LIMITED,2.65,-,-,-,2.65,1.85,1.32
,ABU DHABI COMMERCIAL BANK PJSC,14.1309,0.3935,0.4342,-,14.0902,-,0.2843
,AMERICAN EXPRESS BANKING CORP.,37.8518,42.9583,63.4256,-,17.3845,30.2815,13.9076
,"BANK OF AMERICA , NATIONAL ASSOCIATION",0.6978,-,-,-,0.6978,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,11.76,19.09,10.63,9.31,10.91,0.25,9.08
,BANK OF CEYLON,4.77,0.35,2.9,-,2.22,-,-
,BANK OF NOVA SCOTIA,1.9969,9.65,2.0219,-,9.625,-,-
,BARCLAYS BANK PLC,1047.8511,1478.66,1104.7786,-,1421.7325,484.6162,389.3223
,BNP PARIBAS,68.33,-,-,0.21,68.12,31.93,-
,CITIBANK N.A,1805.67,2394.16,-,2924.39,1275.44,1050.7,784.46
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.9,276.26,-,-,277.16,-,138.13
,"CTBC BANK CO., LTD.",-,3.14,-,-,3.14,-,2.83
,DBS BANK INDIA LIMITED,31.1675,112.2678,53.6409,13.7545,76.0399,14.9295,39.9952
,DEUTSCHE BANK AG,242.6457,429.0763,410.9113,-,260.8107,77.1739,102.3487
,FIRSTRAND BANK LTD,-,-,-,-,-,-,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,1316.1444,2397.7351,2030.5869,-,1683.2926,391.0344,543.1341
,HSBC BANK OMAN S.A.O.G.,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,61.4818,59.332,25.5309,-,95.2829,8.9166,29.1373
,JSC VTB BANK,-,-,-,-,-,-,-
,KBC BANK N.V.,26.409,73.1811,-,-,99.5901,23.478,63.8901
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,0.0008,-,-,-,0.0008,-,-
,MIZUHO BANK LTD,6.3598,-,0.0198,-,6.34,-,-
,"MUFG BANK, LTD.",8.15,-,0.82,-,7.33,0.79,0.79
,PT BANK MAYBANK INDONESIA TBK,-,-,-,-,-,-,-
,SBM BANK (INDIA) LIMITED,-,18.8,-,-,18.8,-,16.92
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,-,1.2124,-,-,1.2124,-,-
,SONALI BANK,1.2224,0.3663,0.8383,-,0.7504,0.2718,0.2631
,STANDARD CHARTERED BANK,927.9976,1476.0805,1308.4786,-,1095.5995,514.089,580.4875
,THE ROYAL BANK OF SCOTLAND N.V.,818.9085,1151.2663,1284.8016,-,685.3732,366.4117,260.9177
,UBS AG,-,-,-,-,-,-,-
,FOREIGN BANKS,6437.096,9943.9796,6299.8186,2947.6645,7133.5925,2996.7226,2977.2179
2009,STATE BANK OF BIKANER AND JAIPUR,437.31,336.02,237.09,45.91,490.33,209.09,252.94
,STATE BANK OF HYDERABAD,311.94,325.87,184.43,-,453.38,56.97,165.79
,STATE BANK OF INDIA,12837.34,11140.21,8263.55,-,15714,7424.33,9677.42
,STATE BANK OF INDORE,255.8,207.3,174.41,-,288.69,156.51,192.74
,STATE BANK OF MYSORE,359,189.61,181,-,367.61,89.39,129.07
,STATE BANK OF PATIALA,520.94,393.96,280.91,60.09,573.9,216.99,263.63
,STATE BANK OF TRAVANCORE,549.74,407.39,431.13,-,526,267.71,187.54
,STATE BANK OF INDIA AND ITS ASSOCIATES,15272.07,13000.36,9752.52,106,18413.91,8420.99,10869.13
